road_id,signals,transport,pois
30389382_249502424_0,0.06237464300431203,0.0,0.09738050653704822
30389382_30389461_0,0.06237464300431203,0.02400018935588313,0.12000094677941565
30389389_4398109455_0,0.031287239632671826,0.010429079877557274,0.015643619816335913
30389391_30575132_0,0.06237464300431203,0.0,0.09156987933510417
30389400_3847861549_0,0.0,0.026187432313103522,0.026568756350001558
30389400_30389426_0,0.0,0.026187432313103522,0.03570986076727872
30389401_3725362792_0,0.0,0.026187432313103522,0.0
30389406_263710328_0,0.06237464300431203,0.0,0.03539222037864867
30389406_158680076_0,0.06237464300431203,0.0,0.08460294223736718
30389407_30575306_0,0.06237464300431203,0.0,0.04785449649004067
30389407_30575311_0,0.06237464300431203,0.0,0.05076361388401536
30389409_263821495_0,0.0,0.0,0.12625961743050645
30389409_264075698_0,0.0,0.0,0.1938232109813531
30389424_213757129_0,0.0,0.0,0.03413689400802129
30389424_30389468_0,0.0,0.0,0.015131432216441905
30389426_3745747448_0,0.0,0.026187432313103522,0.0
30389431_4171954126_0,0.06237464300431203,0.0,0.0
30389431_249316285_0,0.04219912934742243,0.006028447049631775,0.01205689409926355
30389433_249091504_0,0.0,0.0,0.005579802556600384
30389443_1801605565_0,0.06237464300431203,0.0,0.0
30389454_1273378356_0,0.06237464300431203,0.026187432313103522,0.0
30389459_30389494_0,0.006350085618851291,0.025400342475405163,0.04445059933195904
30389459_30389469_0,0.0,0.0,0.07876925275609656
30389460_30438384_0,0.06237464300431203,0.012327496465063415,0.0801287270229122
30389460_263345734_0,0.06237464300431203,0.026187432313103522,0.14546420546235558
30389461_4496520979_0,0.05113985388557479,0.020455941554229917,0.09205173699403463
30389464_265024868_0,0.0,0.0,0.0
30389464_942046362_0,0.010654643943792149,0.0,0.0
30389468_256937053_0,0.028928772389176134,0.0,0.05785754477835227
30389469_249091504_0,0.0,0.0,0.0
30389470_30389433_0,0.024450946364884554,0.008150315454961518,0.0
30389470_30575309_0,0.03677007433361367,0.014708029733445467,0.007354014866722733
30389471_158680093_0,0.06237464300431203,0.0,0.2413250778180252
30389471_30389382_0,0.06237464300431203,0.0,0.07394755421258994
30389472_158680082_0,0.06237464300431203,0.0,0.17435311851551705
30389472_30389459_0,0.0,0.0,0.10655006142375527
30389477_30389424_0,0.015771673760522825,0.0,0.0
30389489_30389454_0,0.016439584500220403,0.026187432313103522,0.0
30389489_5916635347_0,0.013509660947934028,0.026187432313103522,0.013509660947934028
30389494_2594371700_0,0.01711215924616942,0.026187432313103522,0.03422431849233884
30389495_30389472_0,0.0,0.0,0.2413250778180252
30389498_942046362_0,0.031623865105083096,0.0,0.015811932552541548
30389498_1273378027_0,0.06237464300431203,0.0,0.0
30389501_1273377668_0,0.06237464300431203,0.0,0.0
30389505_249426555_0,0.06237464300431203,0.0,0.055762331615828824
30389505_249785000_0,0.06237464300431203,0.013870105203949523,0.027740210407899046
30389508_30389489_0,0.0,0.026187432313103522,0.0
30389514_7472041811_0,0.01201186866817162,0.0,0.07207121200902973
30389514_158680079_0,0.06237464300431203,0.01578845916365529,0.11051921414558702
30438348_259476135_0,0.0,0.0,0.0
30438348_30575353_0,0.013097592779050945,0.0,0.006548796389525473
30438359_30438405_0,0.05848140175298397,0.0,0.0
30438361_263699248_0,0.06237464300431203,0.026187432313103522,0.0
30438361_30438537_0,0.06237464300431203,0.0,0.0
30438367_1619563204_0,0.016437690289510816,0.0,0.0
30438367_1381399732_0,0.06237464300431203,0.0,0.0
30438369_922790550_0,0.020463137603261305,0.0068210458677537686,0.04774732107427638
30438369_1619563092_0,0.011808669581801802,0.0,0.08266068707261261
30438370_30438388_0,0.06237464300431203,0.0,0.02119343282969218
30438377_942629434_0,0.0,0.0,0.01188274708238778
30438377_2383568494_0,0.0,0.010789641449609066,0.010789641449609066
30438383_30438600_0,0.06237464300431203,0.026187432313103522,0.1485234929284216
30438384_158680078_0,0.06237464300431203,0.0,0.2413250778180252
30438384_266326618_0,0.06237464300431203,0.026187432313103522,0.059244294102670195
30438388_30438713_0,0.06237464300431203,0.0,0.0
30438388_513423684_0,0.06237464300431203,0.017097225882614614,0.0
30438389_263701656_0,0.06237464300431203,0.026187432313103522,0.2413250778180252
30438389_256925867_0,0.06237464300431203,0.026187432313103522,0.11787734986941512
30438389_249785398_0,0.06237464300431203,0.026187432313103522,0.1604098512763039
30438391_263703319_0,0.05952673311284479,0.026187432313103522,0.08929009966926718
30438391_30438383_0,0.06237464300431203,0.026187432313103522,0.09144860955953972
30438397_249785395_0,0.06237464300431203,0.0,0.10723682583261906
30438397_4020495675_0,0.06237464300431203,0.01885971203768803,0.03771942407537606
30438399_519112773_0,0.06237464300431203,0.0,0.018178454172630854
30438399_249707302_0,0.06237464300431203,0.0,0.039691379918295584
30438405_1395083821_0,0.06237464300431203,0.0,0.0
30438405_4541004956_0,0.06237464300431203,0.0,0.0
30438408_263703330_0,0.0,0.0,0.017623410969511477
30438408_303340029_0,0.0,0.0,0.012785526648837524
30438410_263781788_0,0.04501744391499633,0.011254360978749083,0.0
30438410_156334363_0,0.05254171644192542,0.026187432313103522,0.02627085822096271
30438415_30459591_0,0.02850915337580317,0.0,0.04751525562633861
30438415_263703315_0,0.0,0.0,0.0396617065442869
30438417_1246618704_0,0.04938270406596663,0.026187432313103522,0.03527336004711902
30438417_30438650_0,0.06237464300431203,0.026187432313103522,0.027399917955497604
30438446_248951008_0,0.06237464300431203,0.0,0.0
30438446_30438461_0,0.06237464300431203,0.026187432313103522,0.0
