road_id,signals,transport,pois
143403_21714981_0,0.14227661875665804,0.0,0.0
143403_21718288_0,0.14227661875665804,0.0,0.0
143403_143408_0,0.07809210096641464,0.0,0.0
143408_21718264_0,0.012923900488910938,0.0,0.0032309751222277345
143408_932576340_0,0.08585391374217381,0.010731739217771727,0.0
143412_8752289484_0,0.10089916005399771,0.050603556821979756,0.050449580026998855
143412_8752289487_0,0.1306996639261985,0.050603556821979756,0.06534983196309925
143413_21852320_0,0.016636190481529554,0.0,0.02495428572229433
143413_8168938341_0,0.06903200537063868,0.03451600268531934,0.051774004027979006
143415_143435_0,0.03951275778879772,0.026341838525865146,0.013170919262932573
143415_21852322_0,0.021151906962473065,0.0,0.007050635654157688
143416_18232186_0,0.0,0.0,0.0
143416_18232178_0,0.0,0.0,0.0
143417_18232187_0,0.0,0.0,0.0057514950905300875
143417_143416_0,0.0,0.0,0.0
143418_25334276_0,0.02035197844457835,0.0,0.0542719425188756
143418_21696193_0,0.011211451703780117,0.0,0.03363435511134035
143421_25334263_0,0.022211181121929074,0.0,0.022211181121929074
143421_195279_0,0.0225569467569314,0.01691771006769855,0.03947465682462995
143435_21600355_0,0.0,0.02010653979752654,0.02010653979752654
143439_15925442_0,0.0,0.0,0.0
143439_195246_0,0.0,0.0,0.0
195222_249717499_0,0.14227661875665804,0.0,0.0
195222_26480401_0,0.14227661875665804,0.0,0.0
195222_1468553185_0,0.14227661875665804,0.0,0.0
195228_26336566_0,0.13734268067193886,0.006867134033596943,0.006867134033596943
195228_958040717_0,0.14227661875665804,0.0,0.0
195231_829528479_0,0.08300236117150796,0.027667453723835986,0.027667453723835986
195232_829528479_0,0.10210285452444852,0.0,0.03403428484148284
195232_1037257423_0,0.14227661875665804,0.050603556821979756,0.058733719444713096
195234_26058153_0,0.02264964530259942,0.02264964530259942,0.030199527070132563
195234_26108120_0,0.08401308645193849,0.042006543225969244,0.0
195235_21674905_0,0.08879381858746398,0.0,0.0
195235_26731434_0,0.026380302349653988,0.0,0.008793434116551329
195236_26059219_0,0.13175403348857775,0.043918011162859254,0.08783602232571851
195236_25451937_0,0.04008487530366477,0.01336162510122159,0.02672325020244318
195237_25499212_0,0.0,0.0,0.07949419872218681
195237_25451960_0,0.02288064670080883,0.0,0.04576129340161766
195239_25499150_0,0.04940469073771402,0.0,0.0
195239_25153100_0,0.02640681956415895,0.0,0.013203409782079475
195241_25499136_0,0.11712910910840013,0.019521518184733355,0.07808607273893342
195241_26058917_0,0.14227661875665804,0.050603556821979756,0.294565429854628
195241_4295013306_0,0.14227661875665804,0.050603556821979756,0.13265302540456175
195244_4295013309_0,0.01883236830109327,0.01883236830109327,0.028248552451639906
195244_2139361023_0,0.030240328095266264,0.0,0.030240328095266264
195246_1148982742_0,0.006249869177454992,0.0,0.0
195246_3404990017_0,0.0,0.0,0.0
195249_967133152_0,0.10419245487779147,0.020838490975558295,0.06251547292667488
195250_25306024_0,0.030876267230177005,0.0,0.10292089076725669
195250_25337454_0,0.06125688032618753,0.0,0.20418960108729176
195251_24009841_0,0.14227661875665804,0.0,0.15666640972835477
195251_25337457_0,0.08709079336284306,0.0,0.1197498408739092
195252_25337467_0,0.05981009176739354,0.0,0.02563289647174009
195252_25337465_0,0.032855628303122594,0.0,0.0
195256_1468747927_0,0.14227661875665804,0.0,0.2879257013172135
195256_8784931018_0,0.10902387253106303,0.0,0.07268258168737536
195256_25622515_0,0.14227661875665804,0.035805920432335575,0.1432236817293423
195259_1036842157_0,0.0,0.0,0.0
195259_479185301_0,0.0,0.0,0.0
195259_10055724114_0,0.013385847363539637,0.016732309204424547,0.0033464618408849092
195261_25336179_0,0.08749253203341908,0.031815466193970576,0.007953866548492644
195261_2383442941_0,0.029893223589745013,0.029893223589745013,0.014946611794872507
195261_10055724114_0,0.028776552476253714,0.03453186297150446,0.011510620990501486
195261_4428355731_0,0.028134671536130453,0.00562693430722609,0.002813467153613045
195262_8866055432_0,0.04021606568506794,0.04021606568506794,0.0
195262_3393859920_0,0.14227661875665804,0.050603556821979756,0.0
195262_25321302_0,0.003910123648639561,0.015640494594558244,0.0
195266_195268_0,0.03101612668874586,0.020677417792497238,0.041354835584994476
195266_25321302_0,0.0,0.0,0.03656177235136002
195268_25451370_0,0.023436867664269154,0.015624578442846102,0.015624578442846102
195268_195270_0,0.031301824181332004,0.020867882787554668,0.031301824181332004
195268_195266_0,0.031016126688745854,0.020677417792497238,0.041354835584994476
195270_25336178_0,0.0,0.0,0.02580380441433077
195270_522100855_0,0.0,0.0,0.03670526619546823
195271_25335981_0,0.0,0.0,0.0
195274_1703401805_0,0.0,0.0,0.0
195274_195275_0,0.0,0.0,0.0
195275_2959901670_0,0.0089296372103838,0.0,0.026788911631151397
195275_21992964_0,0.0,0.0,0.0
195276_25321304_0,0.010512046875831257,0.050603556821979756,0.021024093751662514
195276_474605986_0,0.021357463507299893,0.050603556821979756,0.021357463507299893
195277_21992964_0,0.023320343294320464,0.0,0.007773447764773488
195277_2959901670_0,0.045687403625011905,0.0,0.022843701812505952
195279_21696192_0,0.022159331318279057,0.03323899697741858,0.044318662636558113
195279_25451455_0,0.03129724594391373,0.046945868915870596,0.07824311485978433
195282_26058651_0,0.043617084048741206,0.050603556821979756,0.09346518010444545
581678_26059183_0,0.025432578093694685,0.012716289046847342,0.10173031237477874
581678_195237_0,0.023714654989068242,0.011857327494534121,0.08300129246173885
7300862_1519682890_0,0.019496261597814334,0.050603556821979756,0.0292443923967215
7300862_293585811_0,0.016613524144212643,0.0,0.0
7300867_21704353_0,0.030641799782687554,0.0,0.27577619804418796
7394819_6119410093_0,0.0,0.0,0.0
7394820_9257232_0,0.08228300520456498,0.04114150260228249,0.020570751301141246
7394820_1866856610_0,0.015904556857898714,0.007952278428949357,0.0
7394824_7394820_0,0.025388274504052892,0.012694137252026446,0.0
7394824_1866826428_0,0.0,0.0,0.0
7394832_8206700_0,0.014093389724988997,0.004697796574996332,0.0
7394910_33149220_0,0.018664275648126852,0.037328551296253704,0.037328551296253704
7394910_7394925_0,0.07035803539648035,0.050603556821979756,0.05276852654736026
7394925_8207506_0,0.06095794101493562,0.04571845576120171,0.04571845576120171
7394925_9257214_0,0.06778044446802131,0.050603556821979756,0.06778044446802131
7394925_9213756_0,0.01532824601132306,0.022992369016984593,0.011496184508492296
7394925_7394910_0,0.07035803539648035,0.050603556821979756,0.05276852654736026
7469500_26480367_0,0.14227661875665804,0.0,0.0
7469500_1042749232_0,0.06645151160092785,0.0,0.0
7469501_25614299_0,0.07619217471876782,0.004232898595487101,0.004232898595487101
7469501_7274778339_0,0.09511076450185864,0.007925897041821554,0.0
7470129_26480377_0,0.14227661875665804,0.0,0.0
7470129_1510257225_0,0.14227661875665804,0.03489711484309056,0.0
7470130_6919580833_0,0.08260312669824224,0.018356250377387164,0.0
8206700_11880778545_0,0.02335779070894509,0.0,0.0
8206700_1374638719_0,0.053964832441851456,0.010792966488370291,0.021585932976740583
8207493_3302602287_0,0.0,0.0,0.006132083341982291
8207493_361643451_0,0.023656525791829596,0.009462610316731838,0.0
8207493_8207506_0,0.009327948044149792,0.009327948044149792,0.0
8207506_7394925_0,0.06095794101493562,0.04571845576120171,0.04571845576120171
8207506_8207493_0,0.009327948044149792,0.009327948044149792,0.0
8358135_6919580835_0,0.036473660152504826,0.0052105228789292605,0.015631568636787784
8358135_26009837_0,0.07054477915494255,0.01007782559356322,0.03023347678068966
8433662_8593279_0,0.016858363264043434,0.008429181632021717,0.0
8433662_8433808_0,0.0,0.007902379779332544,0.0
8433662_8433684_0,0.0,0.004359269762949199,0.004359269762949199
8433684_2462509544_0,0.0,0.014934244026483365,0.0
8433684_8433662_0,0.0,0.0043592697629492,0.0043592697629492
8433808_8433662_0,0.0,0.007902379779332544,0.0
8433808_504557626_0,0.0,0.0,0.0
8433940_25115182_0,0.021759535658034002,0.0,0.021759535658034002
8434031_8434042_0,0.020855995164899287,0.0,0.03475999194149881
8434031_33118776_0,0.10885915446299553,0.015551307780427934,0.06220523112171174
8434031_26314979_0,0.010505874816885533,0.007003916544590355,0.0035019582722951776
8434042_25470101_0,0.023873010490675906,0.0,0.07161903147202772
8434042_33122282_0,0.0,0.01710484379562566,0.05131453138687698
8592437_24289066_0,0.14227661875665804,0.050603556821979756,0.0
8592437_33116037_0,0.12574765651525358,0.031436914128813394,0.0
8593279_8433662_0,0.016858363264043434,0.008429181632021717,0.0
8593279_24289061_0,0.01742343616421957,0.013067577123164675,0.0
8593279_8877429_0,0.04905383960951168,0.02102307411836215,0.0070076913727873825
8593425_8877429_0,0.02373959175552737,0.007913197251842457,0.007913197251842457
8593425_8876507_0,0.01913919520933627,0.006379731736445423,0.0
8876507_8593425_0,0.019139195209336265,0.006379731736445422,0.0
8877429_8593425_0,0.023739591755527367,0.007913197251842455,0.007913197251842455
8877429_8593279_0,0.04905383960951168,0.02102307411836215,0.0070076913727873825
8877564_1352581090_0,0.0,0.005693829162563128,0.0
9213739_4741814127_0,0.0,0.050603556821979756,0.0
9213756_1382687432_0,0.0,0.01475223308137304,0.0
9213756_7394925_0,0.015328246011323057,0.022992369016984586,0.011496184508492293
9213756_33149204_0,0.021997784217731204,0.027497230272164004,0.0
9214618_25451862_0,0.0758955872362617,0.03794779361813085,0.11384338085439256
9214618_21674907_0,0.031832704995688924,0.021221803330459282,0.031832704995688924
9214708_600734173_0,0.012104367799434817,0.012104367799434817,0.0
9214708_3160860324_0,0.14227661875665804,0.050603556821979756,0.0
9214909_9214919_0,0.009932831204279584,0.0,0.0
9214909_9214911_0,0.007579910235768741,0.0,0.0
9214911_9214915_0,0.0,0.0,0.008492229798086422
9214911_18232179_0,0.0,0.0,0.0
9214911_8792993463_0,0.0,0.0,0.0
9214915_18232182_0,0.0,0.01829874492702802,0.01829874492702802
9214915_9214911_0,0.0,0.0,0.00849222979808642
9214915_9516750676_0,0.0,0.0,0.017400577847465702
9214919_143415_0,0.03660809282999274,0.0,0.01220269760999758
9249417_8592437_0,0.04813078293683702,0.012032695734209255,0.0
9249808_24289146_0,0.14227661875665804,0.050603556821979756,0.0
9249808_9249417_0,0.01815532980264726,0.006808248675992722,0.0
9249817_24289158_0,0.14227661875665804,0.050603556821979756,0.0
9249817_9250428_0,0.02599583739485541,0.0061166676223189205,0.0015291669055797301
9250428_9250674_0,0.02611864201162919,0.0,0.0
9250674_7275092726_0,0.12429634636218227,0.0,0.0
9250674_1126334635_0,0.10844854362592883,0.0,0.0
9257186_3302602286_0,0.017162063154162552,0.0,0.008581031577081276
9257186_9257232_0,0.14227661875665804,0.0,0.10336400331271582
9257214_7394925_0,0.06778044446802131,0.050603556821979756,0.06778044446802131
9257214_9257226_0,0.018583232768134905,0.009291616384067452,0.02787484915220236
9257226_9257214_0,0.018583232768134905,0.009291616384067452,0.02787484915220236
9257226_9257232_0,0.14227661875665804,0.0,0.07745143856083708
9257232_9257186_0,0.14227661875665804,0.0,0.10336400331271582
9257232_9257226_0,0.14227661875665804,0.0,0.07745143856083708
9257232_7394820_0,0.08228300520456498,0.04114150260228249,0.020570751301141246
13383951_33252315_0,0.0,0.0,0.010515658850047889
13383978_958117926_0,0.050763365580989636,0.011280747906886586,0.0
15925416_601393134_0,0.013793032493009545,0.0,0.0
15925438_2600858778_0,0.03931468587961988,0.0,0.007862937175923975
15925438_18697400_0,0.04045596697852259,0.0,0.0
15925440_21712143_0,0.02870829636915246,0.0,0.0
15925440_25152444_0,0.07724626625725046,0.0,0.019311566564312616
15925442_10087719688_0,0.008412861359447788,0.0,0.0
15925442_143439_0,0.0,0.0,0.0
15925446_25306034_0,0.08946268973627296,0.0,0.08946268973627296
15925446_975232215_0,0.05773307944546648,0.008247582777923783,0.02474274833377135
15925447_1856728232_0,0.14227661875665804,0.050603556821979756,0.0395910479827699
15925447_12505754910_0,0.07061361225944049,0.017653403064860122,0.026480104597290183
15925451_25499219_0,0.0,0.0,0.01723839724447456
15925451_8784789884_0,0.021346803841112347,0.0,0.042693607682224695
15925452_5006393114_0,0.0,0.0,0.01926847192709441
15925452_25451866_0,0.0,0.0,0.021249079606355283
16050062_25719223_0,0.14227661875665804,0.050603556821979756,0.044846274687845675
16050062_21674798_0,0.10410662999242846,0.023134806664984103,0.09253922665993641
16564346_16564347_0,0.0,0.0,0.0
16564346_33257059_0,0.0,0.0,0.0
16564347_16564349_0,0.0,0.038835443383358724,0.006472573897226454
16564347_16564350_0,0.0,0.0,0.02675293238651455
16564349_220311331_0,0.0,0.050603556821979756,0.08451564079391981
16564353_16564346_0,0.0,0.0,0.010080963170397332
16564357_25312123_0,0.0230058201194878,0.0,0.030674426825983737
16564357_25312129_0,0.029589022122332213,0.0,0.04931503687055369
16564364_16564365_0,0.14227661875665804,0.024037233462983223,0.0
16564365_34819704_0,0.14227661875665804,0.027381690223766453,0.0
16564365_8791385058_0,0.021315141629386924,0.004567530349154341,0.0
16566895_16566904_0,0.14227661875665804,0.050603556821979756,0.06031128271558361
16566895_16566897_0,0.14227661875665804,0.03219900429950276,0.03219900429950276
16566897_4528925726_0,0.14227661875665804,0.050603556821979756,0.028141113141927077
16566897_23666834_0,0.11738591579175671,0.01956431929862612,0.00978215964931306
16566904_3807653478_0,0.14227661875665804,0.050603556821979756,0.0
16566907_16566908_0,0.08419189250852659,0.04209594625426329,0.0
16566910_25454179_0,0.0,0.0,0.062481502963621184
16566910_16566895_0,0.06264547759632567,0.01789870788466448,0.01789870788466448
18232178_21600350_0,0.0,0.0,0.005772114313128911
18232178_8792993463_0,0.0,0.0,0.0
18232178_143415_0,0.039610604083014,0.0,0.013203534694338
18232179_143416_0,0.0,0.0,0.0
18232179_21696191_0,0.0,0.016716393880183127,0.0
18232180_9214915_0,0.0,0.014219005933406805,0.014219005933406805
18232180_18232179_0,0.0,0.014113272257487115,0.0
18232182_18232184_0,0.0,0.01726865398672242,0.00863432699336121
18232182_18232180_0,0.0,0.026561909840067625,0.013280954920033812
18232183_21696191_0,0.012370178511833007,0.012370178511833007,0.006185089255916504
18232183_21702433_0,0.042059054384851254,0.0,0.021029527192425627
18232184_18232182_0,0.0,0.01726865398672242,0.00863432699336121
18232186_18697395_0,0.0,0.0,0.0
18232186_18232187_0,0.0,0.0,0.008360816847446169
18232187_34235998_0,0.0,0.0,0.010309108248427058
18232187_18697389_0,0.0,0.0,0.009489636781261591
18697376_18697402_0,0.0,0.024749430425801106,0.0
18697376_2924143717_0,0.005065439053133316,0.020261756212533264,0.0
18697378_18697402_0,0.0,0.0,0.0
18697383_8883130215_0,0.049926246207298255,0.0,0.01664208206909942
18697383_21992981_0,0.01917783488574186,0.0,0.00958891744287093
18697383_18697402_0,0.0,0.0,0.008802409986776215
18697385_18697420_0,0.03318996594340804,0.0,0.0
18697385_25153048_0,0.02951152276125842,0.0,0.0
18697389_21510475_0,0.0,0.0,0.0
18697389_18697378_0,0.0,0.0,0.0
18697393_18697378_0,0.0,0.0,0.0
18697393_2924143717_0,0.0,0.0,0.0
18697395_18232186_0,0.0,0.0,0.0
18697397_1039285712_0,0.0,0.0,0.0
18697397_25305960_0,0.0,0.0,0.032214332419856814
18697400_18697397_0,0.0,0.0,0.0
18697400_796917475_0,0.0,0.0,0.0
18697402_18697376_0,0.0,0.02474943042580111,0.0
18697402_18697383_0,0.0,0.0,0.008802409986776215
18697408_25152680_0,0.013773586137427138,0.0,0.0
18697408_3824873200_0,0.04720917340179037,0.0,0.0
18697408_25152618_0,0.0267444737663744,0.0,0.0
18697411_1475230728_0,0.0,0.0,0.06890996736983768
18697415_25152584_0,0.035160788332278516,0.0,0.05274118249841778
18697415_18697408_0,0.016018983012947508,0.0,0.0
18697420_25152846_0,0.0088629601775391,0.0,0.0
18697420_1039285712_0,0.0,0.0,0.0
21510475_18697378_0,0.0,0.0,0.0
21510475_21595834_0,0.03900296153186675,0.0,0.019501480765933374
21510476_21510488_0,0.05704972600138931,0.019016575333796436,0.0
21510476_1177532202_0,0.0,0.011715517079274795,0.0
21510476_21510489_0,0.018719516269862898,0.018719516269862898,0.018719516269862898
21510484_492424673_0,0.0,0.050603556821979756,0.0
21510484_21510486_0,0.0,0.011570738979990421,0.0057853694899952105
21510484_1177532202_0,0.0,0.016270540073228545,0.0
21510486_21510487_0,0.0,0.009961534227959758,0.004980767113979879
21510486_21510484_0,0.0,0.011570738979990423,0.005785369489995211
21510486_3882989560_0,0.0,0.0,0.010924616295224778
21510487_21510486_0,0.0,0.009961534227959758,0.004980767113979879
21510487_25984655_0,0.0,0.015888394883249134,0.0
21510488_27179926_0,0.10131861460253137,0.03377287153417712,0.0
21510488_21510476_0,0.05704972600138931,0.019016575333796436,0.0
21510488_35960757_0,0.14227661875665804,0.030293179264862042,0.0
21510489_27179926_0,0.03983353162465994,0.03983353162465994,0.029875148718494955
21510489_21510476_0,0.018719516269862898,0.018719516269862898,0.018719516269862898
21510489_33122282_0,0.02964696393364122,0.03952928524485496,0.049411606556068695
21510491_21510487_0,0.0,0.016745052988703813,0.0
21510491_26009778_0,0.0,0.0034024070379940295,0.0
21510495_2149820809_0,0.0,0.01166045004827991,0.0
21595834_21595835_0,0.0991635514349602,0.0,0.07933084114796815
21595835_21992836_0,0.030513876901548182,0.0,0.030513876901548182
21595835_143418_0,0.023693075032381945,0.0,0.053309418822859375
21597584_21597589_0,0.0,0.0,0.0
21597584_6291616343_0,0.0,0.0,0.04460621020765856
21597584_2384797254_0,0.04296358891460937,0.010740897228652343,0.04296358891460937
21597587_21597584_0,0.0,0.013601955335970715,0.013601955335970715
21597588_21597804_0,0.05862732313156605,0.014656830782891513,0.029313661565783026
21597588_21597587_0,0.0,0.03724724112919904,0.01862362056459952
21597589_21597588_0,0.0,0.013840218995626343,0.013840218995626343
21597589_21597590_0,0.0,0.0,0.0
21597590_26583688_0,0.0,0.0,0.05535677359728561
21597590_21597802_0,0.023006783147745718,0.007668927715915239,0.007668927715915239
21597591_26106298_0,0.09971054519808885,0.03988421807923554,0.05982632711885331
21597593_21597589_0,0.022436401186103343,0.0,0.0
21597593_2384797254_0,0.08665621708712434,0.021664054271781086,0.04332810854356217
21597802_23758496_0,0.055959767657871355,0.0,0.02098491287170176
21597804_21597802_0,0.10887084203089877,0.018145140338483128,0.036290280676966255
21597808_21597587_0,0.03842622722044006,0.050603556821979756,0.03842622722044006
21597808_21597804_0,0.10901809341208175,0.050603556821979756,0.03633936447069392
21600350_18232178_0,0.0,0.0,0.005772114313128911
21600350_21600353_0,0.014025433502121324,0.007012716751060662,0.007012716751060662
21600350_187824746_0,0.0,0.0,0.021345009453149842
21600353_1969423902_0,0.09558413861114844,0.04779206930557422,0.0
21600353_21600350_0,0.014025433502121324,0.007012716751060662,0.007012716751060662
21600353_18697393_0,0.0053148046823409435,0.010629609364681887,0.0
21600354_1969423902_0,0.07113173670516923,0.035565868352584615,0.0
21600354_10120780902_0,0.10902955168683273,0.050603556821979756,0.0
21600355_21600354_0,0.0183665301454567,0.0,0.0183665301454567
21600355_21600350_0,0.0,0.0,0.03471541833862036
21600355_3727734177_0,0.0,0.0,0.01647950998448317
21604533_25337456_0,0.014330094848115744,0.0,0.11464075878492595
21604533_26059185_0,0.04780296468022892,0.0,0.06692415055232048
21604533_25450962_0,0.013250177401481758,0.0,0.09275124181037231
21604533_25337463_0,0.025307825218713748,0.0,0.13919303870292563
21604549_25306180_0,0.11763428082473891,0.016804897260676986,0.03360979452135397
21604549_25258725_0,0.0410982745172559,0.0,0.0410982745172559
21604550_25310932_0,0.0,0.0,0.0
21604550_25319259_0,0.0,0.0,0.0
21604550_25310933_0,0.04961179501449043,0.012402948753622607,0.024805897507245215
21604551_25319190_0,0.09112913708430957,0.03037637902810319,0.04050183870413759
21604551_21674803_0,0.046699964589034006,0.0,0.0
21604552_25319212_0,0.049124477591517446,0.0,0.09824895518303489
21604552_25319195_0,0.08609204168927068,0.017218408337854135,0.060264429182489476
21604553_26053016_0,0.035911488345341656,0.0,0.035911488345341656
21604553_25319201_0,0.025566195407233018,0.0,0.07669858622169905
21604553_25316395_0,0.023441799536846688,0.0,0.05860449884211672
21604559_8149683531_0,0.020727458931412725,0.0,0.005181864732853181
21604559_286483713_0,0.014142788246960532,0.014142788246960532,0.014142788246960532
